date,ticker,price,volume
2023-02-25,AAPL,92.95,87614.0
2023-02-26,AAPL,92.47,87326.0
2023-02-27,AAPL,92.95,88135.0
2023-02-28,AAPL,94.97,87358.0
2023-03-01,AAPL,100.17,85930.0
2023-03-02,AAPL,96.45,85796.0
2023-03-03,AAPL,95.17,85994.0
2023-03-04,AAPL,96.92,86569.0
2023-03-05,AAPL,95.36,85900.0
2023-03-06,AAPL,96.52,82797.0
2023-03-07,AAPL,95.73,85067.0
2023-03-08,AAPL,97.54,84675.0
2023-03-09,AAPL,101.38,85609.0
2023-03-10,AAPL,100.35,80921.0
2023-03-11,AAPL,98.05,81423.0
2023-03-12,AAPL,94.38,79135.0
2023-03-13,AAPL,97.33,77839.0
2023-03-14,AAPL,96.94,76823.0
2023-03-15,AAPL,94.89,74159.0
2023-03-16,AAPL,95.19,75716.0
2023-03-17,AAPL,94.79,77103.0
2023-03-18,AAPL,97.06,79488.0
2023-03-19,AAPL,100.55,86679.0
2023-03-20,AAPL,97.98,89873.0
2023-03-21,AAPL,96.39,92177.0
2023-03-22,AAPL,93.16,91923.0
2023-03-23,AAPL,95.16,94095.0
2023-03-24,AAPL,95.36,93902.0
2023-03-25,AAPL,95.74,92031.0
2023-03-26,AAPL,93.65,92003.0
2023-03-27,AAPL,95.23,94007.0
2023-03-28,AAPL,92.88,95565.0
2023-03-29,AAPL,91.18,96103.0
2023-03-30,AAPL,93.02,98213.0
2023-03-31,AAPL,91.06,100297.0
2023-04-01,AAPL,90.14,100921.0
2023-04-02,AAPL,89.74,102803.0
2023-04-03,AAPL,89.64,100956.0
2023-04-04,AAPL,89.48,102607.0
2023-04-05,AAPL,86.67,98296.0
2023-04-06,AAPL,86.4,97816.0
2023-04-07,AAPL,83.91,99661.0
2023-04-08,AAPL,85.91,101707.0
2023-04-09,AAPL,83.38,103221.0
2023-04-10,AAPL,82.37,101922.0
2023-04-11,AAPL,86.15,101233.0
2023-04-12,AAPL,88.93,104792.0
2023-04-13,AAPL,91.42,108022.0
2023-04-14,AAPL,94.32,108905.0
2023-04-15,AAPL,97.03,114035.0
2023-04-16,AAPL,97.34,115454.0
2023-04-17,AAPL,94.08,113568.0
2023-04-18,AAPL,91.91,114497.0
2023-04-19,AAPL,91.82,107251.0
2023-04-20,AAPL,93.12,101281.0
2023-04-21,AAPL,90.12,107679.0
2023-04-22,AAPL,92.44,105830.0
2023-04-23,AAPL,93.48,108473.0
2023-04-24,AAPL,94.33,108815.0
2023-04-25,AAPL,94.25,105552.0
2023-04-26,AAPL,92.2,105341.0
2023-04-27,AAPL,90.9,106824.0
2023-04-28,AAPL,91.85,104970.0
2023-04-29,AAPL,88.43,112147.0
2023-04-30,AAPL,86.1,111801.0
2023-05-01,AAPL,86.91,114823.0
2023-05-02,AAPL,85.43,115965.0
2023-05-03,AAPL,86.58,114445.0
2023-05-04,AAPL,88.04,121455.0
2023-05-05,AAPL,88.71,121327.0
2023-05-06,AAPL,85.19,125678.0
2023-05-07,AAPL,85.44,123872.0
2023-05-08,AAPL,83.52,128639.0
2023-05-09,AAPL,82.02,132677.0
2023-05-10,AAPL,83.32,131702.0
2023-05-11,AAPL,82.12,130660.0
2023-05-12,AAPL,81.64,130156.0
2023-05-13,AAPL,86.11,129961.0
2023-05-14,AAPL,84.22,129902.0
2023-05-15,AAPL,82.56,129855.0
2023-05-16,AAPL,83.75,132620.0
2023-05-17,AAPL,82.24,133656.0
2023-05-18,AAPL,81.27,141414.0
2023-05-19,AAPL,78.85,139457.0
2023-05-20,AAPL,79.25,141157.0
2023-05-21,AAPL,78.28,143547.0
2023-05-22,AAPL,81.15,143599.0
2023-05-23,AAPL,78.27,143647.0
2023-05-24,AAPL,76.46,145729.0
2023-05-25,AAPL,75.93,148875.0
2023-05-26,AAPL,76.91,149317.0
2023-05-27,AAPL,74.72,148156.0
2023-05-28,AAPL,72.73,146874.0
2023-05-29,AAPL,72.23,143311.0
2023-05-30,AAPL,68.98,146221.0
2023-05-31,AAPL,67.89,145160.0
2023-06-01,AAPL,71.04,145483.0
2023-06-02,AAPL,74.61,147253.0
2023-06-03,AAPL,74.31,147672.0
2023-06-04,AAPL,71.81,143837.0
2023-06-05,AAPL,71.59,141308.0
2023-06-06,AAPL,70.07,140653.0
2023-06-07,AAPL,71.73,138792.0
2023-06-08,AAPL,67.91,137165.0
2023-06-09,AAPL,70.35,138154.0
2023-06-10,AAPL,70.06,137530.0
2023-06-11,AAPL,67.95,142529.0
2023-06-12,AAPL,65.56,140283.0
2023-06-13,AAPL,65.8,139804.0
2023-06-14,AAPL,64.13,135748.0
2023-06-15,AAPL,63.95,137390.0
2023-06-16,AAPL,63.93,136818.0
2023-06-17,AAPL,64.23,134549.0
2023-06-18,AAPL,61.74,134182.0
2023-06-19,AAPL,64.49,133978.0
2023-06-20,AAPL,64.31,131984.0
2023-06-21,AAPL,64.93,137239.0
2023-06-22,AAPL,65.22,141854.0
2023-06-23,AAPL,67.27,139134.0
2023-06-24,AAPL,65.96,143712.0
2023-06-25,AAPL,64.01,143104.0
2023-06-26,AAPL,63.85,145814.0
2023-06-27,AAPL,64.26,142134.0
2023-06-28,AAPL,66.46,146628.0
2023-06-29,AAPL,66.88,147883.0
2023-06-30,AAPL,67.07,154268.0
2023-07-01,AAPL,68.49,151886.0
2023-07-02,AAPL,68.63,148773.0
2023-07-03,AAPL,70.62,148079.0
2023-07-04,AAPL,70.49,139993.0
2023-07-05,AAPL,73.87,138607.0
2023-07-06,AAPL,72.77,134721.0
2023-07-07,AAPL,72.91,133265.0
2023-07-08,AAPL,72.04,132615.0
2023-07-09,AAPL,75.21,135745.0
2023-07-10,AAPL,69.1,137884.0
2023-07-11,AAPL,67.5,137307.0
2023-07-12,AAPL,65.88,137857.0
2023-07-13,AAPL,65.06,147984.0
2023-07-14,AAPL,67.06,147050.0
2023-07-15,AAPL,67.37,146024.0
2023-07-16,AAPL,66.69,141638.0
2023-07-17,AAPL,63.18,141767.0
2023-07-18,AAPL,63.53,137449.0
2023-07-19,AAPL,66.26,136907.0
2023-07-20,AAPL,62.68,140182.0
2023-07-21,AAPL,59.22,138127.0
2023-07-22,AAPL,58.57,137461.0
2023-07-23,AAPL,61.74,138441.0
2023-07-24,AAPL,61.5,139462.0
2023-07-25,AAPL,66.08,138893.0
2023-07-26,AAPL,65.8,138830.0
2023-07-27,AAPL,68.65,137920.0
2023-07-28,AAPL,70.76,140248.0
2023-07-29,AAPL,69.98,141617.0
2023-07-30,AAPL,66.93,140861.0
2023-07-31,AAPL,66.35,139725.0
2023-08-01,AAPL,67.06,135785.0
2023-08-02,AAPL,71.24,134864.0
2023-08-03,AAPL,70.19,135937.0
2023-08-04,AAPL,70.82,135381.0
2023-08-05,AAPL,73.34,136703.0
2023-08-06,AAPL,75.76,135712.0
2023-08-07,AAPL,74.92,136232.0
2023-08-08,AAPL,74.05,132568.0
2023-08-09,AAPL,71.39,134629.0
2023-08-10,AAPL,72.05,132869.0
2023-08-11,AAPL,70.9,134991.0
2023-08-12,AAPL,69.08,139212.0
2023-08-13,AAPL,67.39,136907.0
2023-08-14,AAPL,67.08,138704.0
2023-08-15,AAPL,64.56,142789.0
2023-08-16,AAPL,63.72,141021.0
2023-08-17,AAPL,64.72,139921.0
2023-08-18,AAPL,64.37,142574.0
2023-08-19,AAPL,63.82,147633.0
2023-08-20,AAPL,64.05,144559.0
2023-08-21,AAPL,61.79,146449.0
2023-08-22,AAPL,61.66,148298.0
2023-08-23,AAPL,61.63,145695.0
2023-08-24,AAPL,61.48,149222.0
2023-08-25,AAPL,56.41,153671.0
2023-08-26,AAPL,55.9,149703.0
2023-08-27,AAPL,56.18,151404.0
2023-08-28,AAPL,59.62,150323.0
2023-08-29,AAPL,60.72,143721.0
2023-08-30,AAPL,57.7,144523.0
2023-08-31,AAPL,58.14,143515.0
2023-09-01,AAPL,58.9,142567.0
2023-09-02,AAPL,58.18,145786.0
2023-09-03,AAPL,60.79,147691.0
2023-09-04,AAPL,61.58,144602.0
2023-09-05,AAPL,60.53,148173.0
2023-09-06,AAPL,58.6,150473.0
2023-09-07,AAPL,57.86,149621.0
2023-09-08,AAPL,58.54,145800.0
2023-09-09,AAPL,57.41,142850.0
2023-09-10,AAPL,52.53,145223.0
2023-09-11,AAPL,55.12,149796.0
2023-09-12,AAPL,53.79,150436.0
2023-09-13,AAPL,54.06,147476.0
2023-09-14,AAPL,52.87,141896.0
2023-09-15,AAPL,50.99,139023.0
2023-09-16,AAPL,51.68,141406.0
2023-09-17,AAPL,50.04,135251.0
2023-09-18,AAPL,48.42,133795.0
2023-09-19,AAPL,47.32,139046.0
2023-09-20,AAPL,50.6,136270.0
2023-09-21,AAPL,51.5,132528.0
2023-09-22,AAPL,51.83,136949.0
2023-09-23,AAPL,51.18,138581.0
2023-09-24,AAPL,50.62,145524.0
2023-09-25,AAPL,49.65,149618.0
2023-09-26,AAPL,49.35,146763.0
2023-09-27,AAPL,46.05,148681.0
2023-09-28,AAPL,45.91,149281.0
2023-09-29,AAPL,47.4,148125.0
2023-09-30,AAPL,48.2,154441.0
2023-10-01,AAPL,44.84,149909.0
2023-10-02,AAPL,45.91,143208.0
2023-10-03,AAPL,46.18,151906.0
2023-10-04,AAPL,45.01,150649.0
2023-10-05,AAPL,43.88,153156.0
2023-10-06,AAPL,43.4,152859.0
2023-10-07,AAPL,38.72,153888.0
2023-10-08,AAPL,38.83,156708.0
2023-10-09,AAPL,43.97,158010.0
2023-10-10,AAPL,44.12,153691.0
2023-10-11,AAPL,42.22,152903.0
2023-10-12,AAPL,40.68,156485.0
2023-10-13,AAPL,41.1,152514.0
2023-10-14,AAPL,41.7,155931.0
2023-10-15,AAPL,41.12,154182.0
2023-10-16,AAPL,41.68,149289.0
2023-10-17,AAPL,44.06,153422.0
2023-10-18,AAPL,44.59,154341.0
2023-10-19,AAPL,49.73,156302.0
2023-10-20,AAPL,50.99,157442.0
2023-10-21,AAPL,51.98,155060.0
2023-10-22,AAPL,52.42,154744.0
2023-10-23,AAPL,54.33,150946.0
2023-10-24,AAPL,49.51,154613.0
2023-10-25,AAPL,48.96,159453.0
2023-10-26,AAPL,50.38,162041.0
2023-10-27,AAPL,50.26,167594.0
2023-10-28,AAPL,47.22,161737.0
2023-10-29,AAPL,46.09,164402.0
2023-10-30,AAPL,48.53,169621.0
2023-10-31,AAPL,48.42,168563.0
2023-11-01,AAPL,48.9,170161.0
2023-11-02,AAPL,48.73,171903.0
2023-11-03,AAPL,51.36,174919.0
2023-11-04,AAPL,50.69,178454.0
2023-11-05,AAPL,50.08,179074.0
2023-11-06,AAPL,48.59,176684.0
2023-11-07,AAPL,46.18,181165.0
2023-11-08,AAPL,45.77,186565.0
2023-11-09,AAPL,45.5,188838.0
2023-11-10,AAPL,45.4,192172.0
2023-11-11,AAPL,46.01,191495.0
2023-11-12,AAPL,47.92,188059.0
2023-11-13,AAPL,47.38,193263.0
2023-11-14,AAPL,45.33,191783.0
2023-11-15,AAPL,47.36,194199.0
2023-11-16,AAPL,45.13,196433.0
2023-11-17,AAPL,44.31,194884.0
2023-11-18,AAPL,44.71,190941.0
2023-11-19,AAPL,46.73,193264.0
2023-11-20,AAPL,43.69,194339.0
2023-11-21,AAPL,41.43,194669.0
2023-11-22,AAPL,41.92,186895.0
2023-11-23,AAPL,47.61,187209.0
2023-11-24,AAPL,43.12,186744.0
2023-11-25,AAPL,39.9,187773.0
2023-11-26,AAPL,41.76,190332.0
2023-11-27,AAPL,39.54,191842.0
2023-11-28,AAPL,42.73,192219.0
2023-11-29,AAPL,44.7,190991.0
2023-11-30,AAPL,44.32,192211.0
2023-12-01,AAPL,44.4,188697.0
2023-12-02,AAPL,45.45,186698.0
2023-12-03,AAPL,45.06,182829.0
2023-12-04,AAPL,45.77,181728.0
2023-12-05,AAPL,45.17,183251.0
2023-12-06,AAPL,44.6,182036.0
2023-12-07,AAPL,44.87,182169.0
2023-12-08,AAPL,43.43,186462.0
2023-12-09,AAPL,40.0,183541.0
2023-12-10,AAPL,40.17,179153.0
2023-12-11,AAPL,39.62,179566.0
2023-12-12,AAPL,40.22,177294.0
2023-12-13,AAPL,41.4,175428.0
2023-12-14,AAPL,38.44,175943.0
2023-12-15,AAPL,38.62,179014.0
2023-12-16,AAPL,38.35,178396.0
2023-12-17,AAPL,35.99,176929.0
2023-12-18,AAPL,37.59,173845.0
2023-12-19,AAPL,37.91,177838.0
2023-12-20,AAPL,39.25,176956.0
2023-12-21,AAPL,41.69,170645.0
2023-12-22,AAPL,39.82,175396.0
2023-12-23,AAPL,37.6,179758.0
2023-12-24,AAPL,37.65,176524.0
2023-12-25,AAPL,35.83,176924.0
2023-12-26,AAPL,34.36,179141.0
2023-12-27,AAPL,36.95,181393.0
2023-12-28,AAPL,34.58,179104.0
2023-12-29,AAPL,35.34,178453.0
2023-12-30,AAPL,33.39,178185.0
2023-12-31,AAPL,34.35,174251.0
2024-01-01,AAPL,35.28,173479.0
2024-01-02,AAPL,31.81,175134.0
2024-01-03,AAPL,31.2,174872.0
2024-01-04,AAPL,31.95,177357.0
2024-01-05,AAPL,29.67,175244.0
2024-01-06,AAPL,28.4,174967.0
2024-01-07,AAPL,29.37,175955.0
2024-01-08,AAPL,29.34,172125.0
2024-01-09,AAPL,26.87,175556.0
2024-01-10,AAPL,26.67,175226.0
2024-01-11,AAPL,26.36,172962.0
2024-01-12,AAPL,25.03,175929.0
2024-01-13,AAPL,21.96,172849.0
2024-01-14,AAPL,18.88,169187.0
2024-01-15,AAPL,19.51,169572.0
2024-01-16,AAPL,22.58,168712.0
2024-01-17,AAPL,22.74,171253.0
2024-01-18,AAPL,20.44,176600.0
2024-01-19,AAPL,18.37,178452.0
2024-01-20,AAPL,15.51,176681.0
2024-01-21,AAPL,15.78,179047.0
2024-01-22,AAPL,14.1,179965.0
2024-01-23,AAPL,12.82,181326.0
2024-01-24,AAPL,9.77,179906.0
2024-01-25,AAPL,8.64,174203.0
2024-01-26,AAPL,7.48,171404.0
2024-01-27,AAPL,10.48,169232.0
2024-01-28,AAPL,12.32,168357.0
2024-01-29,AAPL,11.97,162457.0
2024-01-30,AAPL,13.39,165483.0
2024-01-31,AAPL,14.58,168401.0
2024-02-01,AAPL,16.27,166649.0
2024-02-02,AAPL,15.32,166334.0
2024-02-03,AAPL,15.37,165546.0
2024-02-04,AAPL,13.65,168561.0
2024-02-05,AAPL,17.65,168369.0
2024-02-06,AAPL,19.56,171842.0
2024-02-07,AAPL,20.86,176684.0
2024-02-08,AAPL,20.04,172098.0
2024-02-09,AAPL,19.91,174500.0
2024-02-10,AAPL,16.82,176292.0
2024-02-11,AAPL,16.25,180013.0
2024-02-12,AAPL,18.37,185906.0
2024-02-13,AAPL,20.38,187513.0
2024-02-14,AAPL,21.59,187909.0
2024-02-15,AAPL,20.97,188991.0
2024-02-16,AAPL,18.47,188471.0
2024-02-17,AAPL,17.66,186360.0
2024-02-18,AAPL,15.63,187666.0
2024-02-19,AAPL,18.48,182554.0
2024-02-20,AAPL,17.72,183005.0
2024-02-21,AAPL,20.13,179876.0
2024-02-22,AAPL,18.73,179538.0
2024-02-23,AAPL,19.62,177582.0
2024-02-24,AAPL,17.35,172933.0
2024-02-25,AAPL,18.93,176462.0
2024-02-26,AAPL,17.68,175828.0
2024-02-27,AAPL,16.45,173482.0
2024-02-28,AAPL,15.45,172577.0
2024-02-29,AAPL,16.87,172904.0
2024-03-01,AAPL,18.67,171255.0
2024-03-02,AAPL,16.77,168764.0
2024-03-03,AAPL,15.73,168080.0
2024-03-04,AAPL,17.96,163799.0
2024-03-05,AAPL,17.81,161506.0
2024-03-06,AAPL,20.28,160557.0
2024-03-07,AAPL,20.88,160074.0
2024-03-08,AAPL,18.58,155084.0
2024-03-09,AAPL,16.24,154961.0
2024-03-10,AAPL,17.19,156784.0
2024-03-11,AAPL,15.35,156222.0
2024-03-12,AAPL,16.22,157330.0
2024-03-13,AAPL,16.57,156996.0
2024-03-14,AAPL,17.88,155826.0
2024-03-15,AAPL,18.63,148394.0
2024-03-16,AAPL,20.0,148456.0
2024-03-17,AAPL,18.54,145551.0
2024-03-18,AAPL,18.14,148767.0
2024-03-19,AAPL,19.06,144233.0
2024-03-20,AAPL,15.23,139638.0
2024-03-21,AAPL,18.6,140452.0
2024-03-22,AAPL,20.85,141336.0
2024-03-23,AAPL,20.27,138914.0
2024-03-24,AAPL,22.71,142468.0
2024-03-25,AAPL,23.93,141398.0
2024-03-26,AAPL,26.88,138688.0
2024-03-27,AAPL,27.91,140465.0
2024-03-28,AAPL,25.81,145040.0
2024-03-29,AAPL,26.52,142522.0
2024-03-30,AAPL,25.92,138125.0
2024-03-31,AAPL,26.15,141819.0
2024-04-01,AAPL,24.51,140857.0
2024-04-02,AAPL,26.02,139043.0
2024-04-03,AAPL,24.63,136523.0
2024-04-04,AAPL,23.0,140219.0
2024-04-05,AAPL,24.06,144813.0
2024-04-06,AAPL,26.57,148795.0
2024-04-07,AAPL,25.1,152091.0
2024-04-08,AAPL,26.85,150603.0
2024-04-09,AAPL,27.33,151909.0
2024-04-10,AAPL,26.48,150806.0
2024-04-11,AAPL,25.74,152965.0
2024-04-12,AAPL,21.46,156438.0
2024-04-13,AAPL,18.56,153503.0
2024-04-14,AAPL,20.57,154924.0
2024-04-15,AAPL,20.37,158683.0
2024-04-16,AAPL,16.18,158378.0
2024-04-17,AAPL,17.88,156958.0
2024-04-18,AAPL,15.26,157727.0
2024-04-19,AAPL,15.3,156290.0
2024-04-20,AAPL,14.94,153088.0
2024-04-21,AAPL,11.7,152110.0
2024-04-22,AAPL,13.59,151819.0
2024-04-23,AAPL,15.46,150960.0
2024-04-24,AAPL,17.43,147178.0
2024-04-25,AAPL,13.09,151437.0
2024-04-26,AAPL,17.98,154149.0
2024-04-27,AAPL,17.82,155362.0
2024-04-28,AAPL,17.58,154054.0
2024-04-29,AAPL,19.77,152021.0
2024-04-30,AAPL,15.81,149678.0
2024-05-01,AAPL,14.03,150656.0
2024-05-02,AAPL,16.79,151719.0
2024-05-03,AAPL,15.35,154669.0
2024-05-04,AAPL,14.62,150662.0
2024-05-05,AAPL,14.08,146835.0
2024-05-06,AAPL,14.06,152047.0
2024-05-07,AAPL,11.83,151671.0
2024-05-08,AAPL,13.4,150869.0
2024-05-09,AAPL,11.31,153428.0
2024-05-10,AAPL,8.0,155029.0
2024-05-11,AAPL,8.66,156592.0
2024-05-12,AAPL,7.61,161995.0
2024-05-13,AAPL,8.66,162982.0
2024-05-14,AAPL,10.21,164395.0
2024-05-15,AAPL,9.42,166380.0
2024-05-16,AAPL,6.28,165028.0
2024-05-17,AAPL,3.71,161951.0
2024-05-18,AAPL,3.3,164209.0
2024-05-19,AAPL,2.89,170004.0
2024-05-20,AAPL,0.14,174502.0
2024-05-21,AAPL,-2.91,171347.0
2024-05-22,AAPL,-8.54,173289.0
2024-05-23,AAPL,-7.11,175319.0
2024-05-24,AAPL,-7.16,176856.0
2024-05-25,AAPL,-6.7,175129.0
2024-05-26,AAPL,-5.76,175045.0
2024-05-27,AAPL,-3.35,178864.0
2024-05-28,AAPL,-1.49,171924.0
2024-05-29,AAPL,0.71,170054.0
2024-05-30,AAPL,0.17,172182.0
2024-05-31,AAPL,-0.59,170515.0
2024-06-01,AAPL,4.45,176569.0
2024-06-02,AAPL,4.31,180998.0
2024-06-03,AAPL,6.72,185631.0
2024-06-04,AAPL,9.25,184011.0
2024-06-05,AAPL,8.25,182409.0
2024-06-06,AAPL,7.03,180798.0
2024-06-07,AAPL,4.66,180936.0
2024-06-08,AAPL,4.75,181516.0
2024-06-09,AAPL,3.06,185624.0
2024-06-10,AAPL,2.73,184346.0
2024-06-11,AAPL,-1.38,183264.0
2024-06-12,AAPL,-2.97,178481.0
2024-06-13,AAPL,-3.8,173293.0
2024-06-14,AAPL,-1.57,174676.0
2024-06-15,AAPL,-2.61,173276.0
2024-06-16,AAPL,-0.86,176747.0
2024-06-17,AAPL,0.41,173361.0
2024-06-18,AAPL,2.57,170502.0
2024-06-19,AAPL,4.78,172645.0
2024-06-20,AAPL,3.51,172050.0
2024-06-21,AAPL,3.14,169467.0
2024-06-22,AAPL,1.66,166129.0
2024-06-23,AAPL,0.2,166202.0
2024-06-24,AAPL,0.95,165797.0
2024-06-25,AAPL,2.71,166683.0
2024-06-26,AAPL,0.69,173697.0
2024-06-27,AAPL,0.43,175643.0
2024-06-28,AAPL,-1.75,179741.0
2024-06-29,AAPL,-5.78,175995.0
2024-06-30,AAPL,-8.52,176680.0
2024-07-01,AAPL,-8.22,177070.0
2024-07-02,AAPL,-7.68,177254.0
2024-07-03,AAPL,-6.26,176484.0
2024-07-04,AAPL,-7.95,174625.0
2024-07-05,AAPL,-9.11,171603.0
2024-07-06,AAPL,-8.85,173465.0
2024-07-07,AAPL,-9.87,176054.0
2024-07-08,AAPL,-9.88,177359.0
2024-07-09,AAPL,-11.84,179914.0
2024-07-10,AAPL,-11.7,175949.0
2024-07-11,AAPL,-9.43,175789.0
2024-07-12,AAPL,-8.29,181771.0
2024-07-13,AAPL,-8.66,179720.0
2024-07-14,AAPL,-9.13,179524.0
2024-07-15,AAPL,-5.16,180813.0
2024-07-16,AAPL,-3.37,184206.0
2024-07-17,AAPL,-4.17,189425.0
2024-07-18,AAPL,-4.55,189590.0
2024-07-19,AAPL,-3.31,189168.0
2024-07-20,AAPL,-4.31,190399.0
2024-07-21,AAPL,-4.79,190468.0
2024-07-22,AAPL,-8.52,191689.0
2024-07-23,AAPL,-10.69,191134.0
2024-07-24,AAPL,-9.0,188548.0
2024-07-25,AAPL,-9.4,191285.0
2024-07-26,AAPL,-7.17,188926.0
2024-07-27,AAPL,-11.14,188902.0
2024-07-28,AAPL,-13.85,188196.0
2024-07-29,AAPL,-14.2,189740.0
2024-07-30,AAPL,-12.62,190590.0
2024-07-31,AAPL,-11.57,193151.0
2024-08-01,AAPL,-11.16,193507.0
2024-08-02,AAPL,-10.46,195729.0
2024-08-03,AAPL,-10.34,195207.0
2024-08-04,AAPL,-6.29,200907.0
2024-08-05,AAPL,-5.49,203822.0
2024-08-06,AAPL,-4.64,206555.0
2024-08-07,AAPL,-4.78,207123.0
2024-08-08,AAPL,-5.31,203941.0
2024-08-09,AAPL,-6.99,202733.0
2024-08-10,AAPL,-5.76,205193.0
2024-08-11,AAPL,-5.93,199763.0
2024-08-12,AAPL,-9.03,199734.0
2024-08-13,AAPL,-8.3,199592.0
2024-08-14,AAPL,-11.13,197608.0
2024-08-15,AAPL,-13.39,203392.0
2024-08-16,AAPL,-12.23,197780.0
2024-08-17,AAPL,-12.3,197228.0
2024-08-18,AAPL,-9.22,194930.0
2024-08-19,AAPL,-8.82,195159.0
2024-08-20,AAPL,-9.77,192320.0
2024-08-21,AAPL,-6.87,191804.0
2024-08-22,AAPL,-5.67,193540.0
2023-01-01,AMZN,96.19,98495.0
2023-01-02,AMZN,97.4,99537.0
2023-01-03,AMZN,98.87,93586.0
2023-01-04,AMZN,100.1,87692.0
2023-01-05,AMZN,97.96,93612.0
2023-01-06,AMZN,100.5,97235.0
2023-01-07,AMZN,98.62,100161.0
2023-01-08,AMZN,98.44,100191.0
2023-01-09,AMZN,97.79,100204.0
2023-01-10,AMZN,97.28,101782.0
2023-01-11,AMZN,99.21,101332.0
2023-01-12,AMZN,103.11,103985.0
2023-01-13,AMZN,104.38,102263.0
2023-01-14,AMZN,103.87,104592.0
2023-01-15,AMZN,99.16,105203.0
2023-01-16,AMZN,95.65,104754.0
2023-01-17,AMZN,96.16,105998.0
2023-01-18,AMZN,97.87,107902.0
2023-01-19,AMZN,99.96,106907.0
2023-01-20,AMZN,101.1,105712.0
2023-01-21,AMZN,97.88,108170.0
2023-01-22,AMZN,101.65,109661.0
2023-01-23,AMZN,103.15,106638.0
2023-01-24,AMZN,105.77,109697.0
2023-01-25,AMZN,106.81,108486.0
2023-01-26,AMZN,104.99,110207.0
2023-01-27,AMZN,108.54,110713.0
2023-01-28,AMZN,109.39,113875.0
2023-01-29,AMZN,109.0,114325.0
2023-01-30,AMZN,110.49,110785.0
2023-01-31,AMZN,112.46,114501.0
2023-02-01,AMZN,113.57,117287.0
2023-02-02,AMZN,112.36,119131.0
2023-02-03,AMZN,111.38,123854.0
2023-02-04,AMZN,110.83,123309.0
2023-02-05,AMZN,110.37,126490.0
2023-02-06,AMZN,109.16,123842.0
2023-02-07,AMZN,110.73,124268.0
2023-02-08,AMZN,107.41,126958.0
2023-02-09,AMZN,106.48,130046.0
2023-02-10,AMZN,105.9,134752.0
2023-02-11,AMZN,104.91,141232.0
2023-02-12,AMZN,108.87,138096.0
2023-02-13,AMZN,108.46,136752.0
2023-02-14,AMZN,111.27,136332.0
2023-02-15,AMZN,111.06,130857.0
2023-02-16,AMZN,108.89,136480.0
2023-02-17,AMZN,108.87,137218.0
2023-02-18,AMZN,110.12,131625.0
2023-02-19,AMZN,109.65,133393.0
2023-02-20,AMZN,106.92,138892.0
2023-02-21,AMZN,107.2,137393.0
2023-02-22,AMZN,106.44,142807.0
2023-02-23,AMZN,106.72,145278.0
2023-02-24,AMZN,106.48,145723.0
2023-02-25,AMZN,106.23,145666.0
2023-02-26,AMZN,106.9,142121.0
2023-02-27,AMZN,107.98,141509.0
2023-02-28,AMZN,105.13,146518.0
2023-03-01,AMZN,104.02,149081.0
2023-03-02,AMZN,100.68,150954.0
2023-03-03,AMZN,95.48,154180.0
