date,ticker,price,volume
2024-01-14,AAPL,18.88,169187
2024-01-15,AAPL,19.51,169572
2024-01-16,AAPL,22.58,168712
2024-01-17,AAPL,22.74,171253
2024-01-18,AAPL,20.44,176600
2024-01-19,AAPL,18.37,178452
2024-01-20,AAPL,15.51,176681
2024-01-21,AAPL,15.78,179047
2024-01-22,AAPL,14.1,179965
2024-01-23,AAPL,12.82,181326
2024-01-24,AAPL,9.77,179906
2024-01-25,AAPL,8.64,174203
2024-01-26,AAPL,7.48,171404
2024-01-27,AAPL,10.48,169232
2024-01-28,AAPL,12.32,168357
2024-01-29,AAPL,11.97,162457
2024-01-30,AAPL,13.39,165483
2024-01-31,AAPL,14.58,168401
2024-02-01,AAPL,16.27,166649
2024-02-02,AAPL,15.32,166334
2024-02-03,AAPL,15.37,165546
2024-02-04,AAPL,13.65,168561
2024-02-05,AAPL,17.65,168369
2024-02-06,AAPL,19.56,171842
2024-02-07,AAPL,20.86,176684
2024-02-08,AAPL,20.04,172098
2024-02-09,AAPL,19.91,174500
2024-02-10,AAPL,16.82,176292
2024-02-11,AAPL,16.25,180013
2024-02-12,AAPL,18.37,185906
2024-02-13,AAPL,20.38,187513
2024-02-14,AAPL,21.59,187909
2024-02-15,AAPL,20.97,188991
2024-02-16,AAPL,18.47,188471
2024-02-17,AAPL,17.66,186360
2024-02-18,AAPL,15.63,187666
2024-02-19,AAPL,18.48,182554
2024-02-20,AAPL,17.72,183005
2024-02-21,AAPL,20.13,179876
2024-02-22,AAPL,18.73,179538
2024-02-23,AAPL,19.62,177582
2024-02-24,AAPL,17.35,172933
2024-02-25,AAPL,18.93,176462
2024-02-26,AAPL,17.68,175828
2024-02-27,AAPL,16.45,173482
2024-02-28,AAPL,15.45,172577
2024-02-29,AAPL,16.87,172904
2024-03-01,AAPL,18.67,171255
2024-03-02,AAPL,16.77,168764
2024-03-03,AAPL,15.73,168080
2024-03-04,AAPL,17.96,163799
2024-03-05,AAPL,17.81,161506
2024-03-06,AAPL,20.28,160557
2024-03-07,AAPL,20.88,160074
2024-03-08,AAPL,18.58,155084
2024-03-09,AAPL,16.24,154961
2024-03-10,AAPL,17.19,156784
2024-03-11,AAPL,15.35,156222
2024-03-12,AAPL,16.22,157330
2024-03-13,AAPL,16.57,156996
2024-03-14,AAPL,17.88,155826
2024-03-15,AAPL,18.63,148394
2024-03-16,AAPL,20.0,148456
2024-03-17,AAPL,18.54,145551
2024-03-18,AAPL,18.14,148767
2024-03-19,AAPL,19.06,144233
2024-03-20,AAPL,15.23,139638
2024-03-21,AAPL,18.6,140452
2024-03-22,AAPL,20.85,141336
2024-03-23,AAPL,20.27,138914
2024-03-24,AAPL,22.71,142468
2024-03-25,AAPL,23.93,141398
2024-03-26,AAPL,26.88,138688
2024-03-27,AAPL,27.91,140465
2024-03-28,AAPL,25.81,145040
2024-03-29,AAPL,26.52,142522
2024-03-30,AAPL,25.92,138125
2024-03-31,AAPL,26.15,141819
2024-04-01,AAPL,24.51,140857
2024-04-02,AAPL,26.02,139043
2024-04-03,AAPL,24.63,136523
2024-04-04,AAPL,23.0,140219
2024-04-05,AAPL,24.06,144813
2024-04-06,AAPL,26.57,148795
2024-04-07,AAPL,25.1,152091
2024-04-08,AAPL,26.85,150603
2024-04-09,AAPL,27.33,151909
2024-04-10,AAPL,26.48,150806
2024-04-11,AAPL,25.74,152965
2024-04-12,AAPL,21.46,156438
2024-04-13,AAPL,18.56,153503
2024-04-14,AAPL,20.57,154924
2024-04-15,AAPL,20.37,158683
2024-04-16,AAPL,16.18,158378
2024-04-17,AAPL,17.88,156958
2024-04-18,AAPL,15.26,157727
2024-04-19,AAPL,15.3,156290
2024-04-20,AAPL,14.94,153088
2024-04-21,AAPL,11.7,152110
2024-04-22,AAPL,13.59,151819
2024-04-23,AAPL,15.46,150960
2024-04-24,AAPL,17.43,147178
2024-04-25,AAPL,13.09,151437
2024-04-26,AAPL,17.98,154149
2024-04-27,AAPL,17.82,155362
2024-04-28,AAPL,17.58,154054
2024-04-29,AAPL,19.77,152021
2024-04-30,AAPL,15.81,149678
2024-05-01,AAPL,14.03,150656
2024-05-02,AAPL,16.79,151719
2024-05-03,AAPL,15.35,154669
2024-05-04,AAPL,14.62,150662
2024-05-05,AAPL,14.08,146835
2024-05-06,AAPL,14.06,152047
2024-05-07,AAPL,11.83,151671
2024-05-08,AAPL,13.4,150869
2024-05-09,AAPL,11.31,153428
2024-05-10,AAPL,8.0,155029
2024-05-11,AAPL,8.66,156592
2024-05-12,AAPL,7.61,161995
2024-05-13,AAPL,8.66,162982
2024-05-14,AAPL,10.21,164395
2024-05-15,AAPL,9.42,166380
2024-05-16,AAPL,6.28,165028
2024-05-17,AAPL,3.71,161951
2024-05-18,AAPL,3.3,164209
2024-05-19,AAPL,2.89,170004
2024-05-20,AAPL,0.14,174502
2024-05-21,AAPL,-2.91,171347
2024-05-22,AAPL,-8.54,173289
2024-05-23,AAPL,-7.11,175319
2024-05-24,AAPL,-7.16,176856
2024-05-25,AAPL,-6.7,175129
2024-05-26,AAPL,-5.76,175045
2024-05-27,AAPL,-3.35,178864
2024-05-28,AAPL,-1.49,171924
2024-05-29,AAPL,0.71,170054
2024-05-30,AAPL,0.17,172182
2024-05-31,AAPL,-0.59,170515
2024-06-01,AAPL,4.45,176569
2024-06-02,AAPL,4.31,180998
2024-06-03,AAPL,6.72,185631
2024-06-04,AAPL,9.25,184011
2024-06-05,AAPL,8.25,182409
2024-06-06,AAPL,7.03,180798
2024-06-07,AAPL,4.66,180936
2024-06-08,AAPL,4.75,181516
2024-06-09,AAPL,3.06,185624
2024-06-10,AAPL,2.73,184346
2024-06-11,AAPL,-1.38,183264
2024-06-12,AAPL,-2.97,178481
2024-06-13,AAPL,-3.8,173293
2024-06-14,AAPL,-1.57,174676
2024-06-15,AAPL,-2.61,173276
2024-06-16,AAPL,-0.86,176747
2024-06-17,AAPL,0.41,173361
2024-06-18,AAPL,2.57,170502
2024-06-19,AAPL,4.78,172645
2024-06-20,AAPL,3.51,172050
2024-06-21,AAPL,3.14,169467
2024-06-22,AAPL,1.66,166129
2024-06-23,AAPL,0.2,166202
2024-06-24,AAPL,0.95,165797
2024-06-25,AAPL,2.71,166683
2024-06-26,AAPL,0.69,173697
2024-06-27,AAPL,0.43,175643
2024-06-28,AAPL,-1.75,179741
2024-06-29,AAPL,-5.78,175995
2024-06-30,AAPL,-8.52,176680
2024-07-01,AAPL,-8.22,177070
2024-07-02,AAPL,-7.68,177254
2024-07-03,AAPL,-6.26,176484
2024-07-04,AAPL,-7.95,174625
2024-07-05,AAPL,-9.11,171603
2024-07-06,AAPL,-8.85,173465
2024-07-07,AAPL,-9.87,176054
2024-07-08,AAPL,-9.88,177359
2024-07-09,AAPL,-11.84,179914
2024-07-10,AAPL,-11.7,175949
2024-07-11,AAPL,-9.43,175789
2024-07-12,AAPL,-8.29,181771
2024-07-13,AAPL,-8.66,179720
2024-07-14,AAPL,-9.13,179524
2024-07-15,AAPL,-5.16,180813
2024-07-16,AAPL,-3.37,184206
2024-07-17,AAPL,-4.17,189425
2024-07-18,AAPL,-4.55,189590
2024-07-19,AAPL,-3.31,189168
2024-07-20,AAPL,-4.31,190399
2024-07-21,AAPL,-4.79,190468
2024-07-22,AAPL,-8.52,191689
2024-07-23,AAPL,-10.69,191134
2024-07-24,AAPL,-9.0,188548
2024-07-25,AAPL,-9.4,191285
2024-07-26,AAPL,-7.17,188926
2024-07-27,AAPL,-11.14,188902
2024-07-28,AAPL,-13.85,188196
2024-07-29,AAPL,-14.2,189740
2024-07-30,AAPL,-12.62,190590
2024-07-31,AAPL,-11.57,193151
2024-08-01,AAPL,-11.16,193507
2024-08-02,AAPL,-10.46,195729
2024-08-03,AAPL,-10.34,195207
2024-08-04,AAPL,-6.29,200907
2024-08-05,AAPL,-5.49,203822
2024-08-06,AAPL,-4.64,206555
2024-08-07,AAPL,-4.78,207123
2024-08-08,AAPL,-5.31,203941
2024-08-09,AAPL,-6.99,202733
2024-08-10,AAPL,-5.76,205193
2024-08-11,AAPL,-5.93,199763
2024-08-12,AAPL,-9.03,199734
2024-08-13,AAPL,-8.3,199592
2024-08-14,AAPL,-11.13,197608
2024-08-15,AAPL,-13.39,203392
2024-08-16,AAPL,-12.23,197780
2024-08-17,AAPL,-12.3,197228
2024-08-18,AAPL,-9.22,194930
2024-08-19,AAPL,-8.82,195159
2024-08-20,AAPL,-9.77,192320
2024-08-21,AAPL,-6.87,191804
2024-08-22,AAPL,-5.67,193540
2023-01-01,MSFT,106.96,99922
2023-01-02,MSFT,104.6,98801
2023-01-03,MSFT,106.1,96802
2023-01-04,MSFT,107.28,98066
2023-01-05,MSFT,102.42,97579
2023-01-06,MSFT,98.8,102020
2023-01-07,MSFT,100.68,106645
2023-01-08,MSFT,101.94,101776
2023-01-09,MSFT,98.97,107069
2023-01-10,MSFT,101.24,104418
2023-01-11,MSFT,100.3,106770
2023-01-12,MSFT,103.04,113432
2023-01-13,MSFT,99.6,110773
2023-01-14,MSFT,99.24,109078
2023-01-15,MSFT,96.85,110662
2023-01-16,MSFT,100.25,111199
2023-01-17,MSFT,102.67,110019
2023-01-18,MSFT,101.96,107781
2023-01-19,MSFT,102.24,105952
2023-01-20,MSFT,101.33,104646
2023-01-21,MSFT,98.68,103422
2023-01-22,MSFT,98.26,101762
2023-01-23,MSFT,97.71,100611
2023-01-24,MSFT,98.38,95179
2023-01-25,MSFT,98.11,97917
2023-01-26,MSFT,98.25,97667
2023-01-27,MSFT,97.56,97091
2023-01-28,MSFT,95.4,95104
2023-01-29,MSFT,94.13,96938
2023-01-30,MSFT,97.99,96770
2023-01-31,MSFT,98.53,97559
2023-02-01,MSFT,99.77,93009
2023-02-02,MSFT,100.98,98284
2023-02-03,MSFT,100.89,98673
2023-02-04,MSFT,100.77,102634
2023-02-05,MSFT,101.06,101973
2023-02-06,MSFT,97.61,99697
2023-02-07,MSFT,101.28,101234
2023-02-08,MSFT,99.32,100384
2023-02-09,MSFT,98.68,98463
2023-02-10,MSFT,98.67,99583
2023-02-11,MSFT,100.58,98723
2023-02-12,MSFT,102.06,98746
2023-02-13,MSFT,103.28,97169
2023-02-14,MSFT,103.63,99533
2023-02-15,MSFT,101.88,91186
2023-02-16,MSFT,101.43,92322
2023-02-17,MSFT,105.15,88651
2023-02-18,MSFT,105.47,83275
2023-02-19,MSFT,103.7,87884
2023-02-20,MSFT,104.87,82750
2023-02-21,MSFT,101.11,83646
2023-02-22,MSFT,100.17,84476
2023-02-23,MSFT,98.68,86122
2023-02-24,MSFT,102.07,82836
2023-02-25,MSFT,99.53,78012
2023-02-26,MSFT,102.59,79689
2023-02-27,MSFT,102.13,78438
2023-02-28,MSFT,101.35,77049
2023-03-01,MSFT,102.52,75350
2023-03-02,MSFT,104.54,83055
2023-03-03,MSFT,105.07,84312
2023-03-04,MSFT,102.24,84244
2023-03-05,MSFT,105.12,81096
2023-03-06,MSFT,103.0,79832
2023-03-07,MSFT,105.7,75196
2023-03-08,MSFT,108.12,78967
2023-03-09,MSFT,106.25,80102
2023-03-10,MSFT,103.87,81326
2023-03-11,MSFT,102.57,78287
2023-03-12,MSFT,99.49,81629
2023-03-13,MSFT,102.95,76986
2023-03-14,MSFT,102.76,80012
2023-03-15,MSFT,102.42,80205
2023-03-16,MSFT,101.53,80731
2023-03-17,MSFT,106.39,80828
2023-03-18,MSFT,103.91,83845
2023-03-19,MSFT,106.56,82079
2023-03-20,MSFT,108.27,82195
2023-03-21,MSFT,110.55,80529
2023-03-22,MSFT,110.19,79798
2023-03-23,MSFT,106.81,81322
2023-03-24,MSFT,105.59,80429
2023-03-25,MSFT,105.97,81837
2023-03-26,MSFT,107.96,77508
2023-03-27,MSFT,106.22,73847
2023-03-28,MSFT,107.72,69327
2023-03-29,MSFT,111.77,65823
2023-03-30,MSFT,113.43,66381
2023-03-31,MSFT,114.69,67703
2023-04-01,MSFT,111.56,63916
2023-04-02,MSFT,114.48,66745
2023-04-03,MSFT,112.28,63021
2023-04-04,MSFT,112.53,58291
2023-04-05,MSFT,109.81,56784
2023-04-06,MSFT,110.45,54523
2023-04-07,MSFT,109.97,58128
2023-04-08,MSFT,107.8,56681
2023-04-09,MSFT,105.58,53350
2023-04-10,MSFT,106.16,54683
2023-04-11,MSFT,110.13,54345
2023-04-12,MSFT,108.23,56730
2023-04-13,MSFT,112.63,51478
2023-04-14,MSFT,111.49,57714
2023-04-15,MSFT,107.71,60625
2023-04-16,MSFT,108.75,59458
2023-04-17,MSFT,106.75,61581
2023-04-18,MSFT,107.43,65490
2023-04-19,MSFT,106.15,65455
2023-04-20,MSFT,106.84,66437
2023-04-21,MSFT,108.08,59689
2023-04-22,MSFT,106.32,61410
2023-04-23,MSFT,105.69,62826
2023-04-24,MSFT,105.49,60958
2023-04-25,MSFT,104.6,59099
2023-04-26,MSFT,99.79,61576
2023-04-27,MSFT,97.0,60679
2023-04-28,MSFT,96.29,62314
2023-04-29,MSFT,93.5,65371
2023-04-30,MSFT,94.97,67962
2023-05-01,MSFT,94.01,65736
2023-05-02,MSFT,96.18,65150
2023-05-03,MSFT,99.46,61374
2023-05-04,MSFT,99.79,60526
2023-05-05,MSFT,98.05,60209
2023-05-06,MSFT,96.25,57302
2023-05-07,MSFT,95.18,55930
2023-05-08,MSFT,98.52,57645
2023-05-09,MSFT,103.89,59490
2023-05-10,MSFT,104.19,52265
2023-05-11,MSFT,104.38,54776
